Date,County,State,Vehicle Primary Use,Battery Electric Vehicles (BEVs),Plug-In Hybrid Electric Vehicles (PHEVs),Electric Vehicle (EV) Total,Non-Electric Vehicle Total,Total Vehicles,Percent Electric Vehicles
April 30 2021,Orange,NC,Passenger,0,1,1,12,13,7.69
June 30 2021,Dallas,IA,Passenger,0,1,1,9,10,10.00
November 30 2023,Lewis,WA,Passenger,386,293,679,59296,59975,1.13
August 31 2019,Snohomish,WA,Passenger,3641,1639,5280,532987,538267,0.98
June 30 2020,Klickitat,WA,Passenger,53,41,94,15168,15262,0.62
March 31 2024,Benton,WA,Passenger,1461,663,2124,132019,134143,1.58
June 30 2018,Los Angeles,CA,Passenger,5,4,9,1168,1177,0.76
February 28 2022,Skamania,WA,Passenger,59,45,104,8294,8398,1.24
February 29 2020,Charles,MD,Passenger,0,1,1,81,82,1.22
March 31 2023,Richmond,NY,Passenger,1,0,1,4,5,20.00
November 30 2018,Madison,ID,Passenger,1,0,1,38,39,2.56
January 31 2018,Tarrant,TX,Passenger,1,0,1,226,227,0.44
May 31 2021,Spokane,WA,Truck,0,0,0,102042,102042,0.00
September 30 2018,Chelan,WA,Truck,0,0,0,22025,22025,0.00
November 30 2022,Whatcom,WA,Truck,21,0,21,43063,43084,0.05
October 31 2019,El Paso,TX,Passenger,3,0,3,468,471,0.64
February 28 2019,Adams,WA,Truck,0,0,0,5107,5107,0.00
October 31 2018,Clallam,WA,Truck,0,0,0,21568,21568,0.00
March 31 2019,Cumberland,NC,Passenger,0,2,2,520,522,0.38
November 30 2023,San Mateo,CA,Passenger,2,0,2,54,56,3.57
March 31 2024,Essex,MA,Passenger,1,0,1,11,12,8.33
March 31 2022,DuPage,IL,Passenger,3,1,4,52,56,7.14
November 30 2021,Norfolk,MA,Passenger,1,0,1,26,27,3.70
May 31 2022,Maui,HI,Passenger,1,0,1,27,28,3.57
February 28 2021,Columbia,WA,Passenger,5,4,9,2452,2461,0.37
November 30 2023,Whitman,WA,Passenger,190,100,290,21916,22206,1.31
November 30 2021,Mason,WA,Passenger,255,156,411,47779,48190,0.85
November 30 2019,Boone,MO,Passenger,0,1,1,12,13,7.69
June 30 2022,Hillsborough,FL,Passenger,1,2,3,132,135,2.22
April 30 2021,Lane,OR,Passenger,0,2,2,136,138,1.45
June 30 2021,Frederick,MD,Passenger,1,1,2,67,69,2.90
January 31 2019,Lee,FL,Passenger,1,0,1,52,53,1.89
October 31 2017,Manassas,VA,Passenger,0,1,1,9,10,10.00
March 31 2023,Oldham,KY,Passenger,0,1,1,4,5,20.00
December 31 2019,Berkshire,MA,Passenger,0,1,1,5,6,16.67
April 30 2021,Douglas,WA,Passenger,89,46,135,28471,28606,0.47
April 30 2023,Harris,TX,Passenger,1,1,2,147,149,1.34
February 29 2020,Pierce,WA,Truck,0,0,0,141472,141472,0.00
April 30 2020,Alexandria,VA,Passenger,1,0,1,135,136,0.74
July 31 2021,District of Columbia,DC,Passenger,4,1,5,196,201,2.49
September 30 2017,Virginia Beach,VA,Passenger,2,1,3,649,652,0.46
January 31 2024,St. Louis,MO,Passenger,1,0,1,49,50,2.00
December 31 2020,New York,NY,Passenger,1,0,1,59,60,1.67
February 29 2020,Broward,FL,Passenger,2,1,3,124,127,2.36
March 31 2022,Kings,NY,Passenger,1,0,1,67,68,1.47
January 31 2018,Marin,CA,Passenger,1,0,1,55,56,1.79
May 31 2023,Skamania,WA,Passenger,103,58,161,8060,8221,1.96
July 31 2019,Columbia,WA,Passenger,2,2,4,2455,2459,0.16
January 31 2024,Alameda,CA,Passenger,3,1,4,140,144,2.78
July 31 2017,Columbia,WA,Passenger,1,1,2,2351,2353,0.08
December 31 2017,Whatcom,WA,Passenger,533,227,760,145168,145928,0.52
January 31 2019,Kittitas,WA,Truck,0,0,0,14241,14241,0.00
July 31 2020,Newport,RI,Passenger,0,1,1,84,85,1.18
March 31 2018,Santa Fe,NM,Passenger,0,1,1,41,42,2.38
August 31 2023,Harrison,MS,Passenger,1,0,1,33,34,2.94
February 28 2023,Beaufort,SC,Passenger,1,0,1,30,31,3.23
July 31 2020,Monroe,IL,Passenger,1,0,1,3,4,25.00
February 28 2017,Santa Clara,CA,Passenger,5,3,8,432,440,1.82
September 30 2020,Skagit,WA,Passenger,447,228,675,91469,92144,0.73
October 31 2023,Jefferson,WA,Passenger,621,267,888,24141,25029,3.55
December 31 2020,Honolulu,HI,Passenger,5,2,7,453,460,1.52
May 31 2018,Douglas,WA,Truck,0,0,0,11900,11900,0.00
April 30 2019,Grays Harbor,WA,Passenger,70,84,154,47662,47816,0.32
October 31 2022,Whitman,WA,Passenger,103,65,168,21922,22090,0.76
July 31 2021,Clackamas,OR,Passenger,2,0,2,180,182,1.10
July 31 2019,Wayne,MI,Passenger,0,1,1,68,69,1.45
June 30 2018,Lee,FL,Passenger,1,0,1,56,57,1.75
August 31 2022,Rockdale,GA,Passenger,1,0,1,6,7,14.29
March 31 2019,Lumpkin,GA,Passenger,1,0,1,6,7,14.29
April 30 2018,Yakima,WA,Truck,0,0,0,58211,58211,0.00
April 30 2023,Jefferson,WA,Passenger,532,253,785,24250,25035,3.14
June 30 2023,Lewis,WA,Truck,7,0,7,26030,26037,0.03
March 31 2019,Chelan,WA,Passenger,144,67,211,54156,54367,0.39
July 31 2022,Yakima,WA,Truck,1,0,1,61317,61318,0.00
July 31 2021,Montgomery,OH,Passenger,0,1,1,56,57,1.75
June 30 2020,Pinellas,FL,Passenger,1,1,2,116,118,1.69
April 30 2019,Nueces,TX,Passenger,1,1,2,94,96,2.08
December 31 2019,Penobscot,ME,Passenger,0,1,1,14,15,6.67
April 30 2018,Caddo,LA,Passenger,0,1,1,23,24,4.17
September 30 2019,Norfolk,VA,Passenger,2,2,4,345,349,1.15
January 31 2022,Walla Walla,WA,Passenger,146,88,234,36266,36500,0.64
February 28 2019,District of Columbia,DC,Passenger,1,1,2,204,206,0.97
November 30 2017,Spokane,WA,Truck,1,0,1,91409,91410,0.00
March 31 2023,Allegheny,PA,Passenger,1,0,1,58,59,1.69
January 31 2024,Sonoma,CA,Passenger,2,1,3,65,68,4.41
June 30 2019,Penobscot,ME,Passenger,0,1,1,13,14,7.14
June 30 2022,Chesapeake,VA,Passenger,2,2,4,359,363,1.10
August 31 2017,San Juan,WA,Truck,0,0,0,5547,5547,0.00
December 31 2017,Deschutes,OR,Passenger,1,0,1,186,187,0.53
December 31 2019,Walla Walla,WA,Passenger,63,60,123,36294,36417,0.34
October 31 2017,Missoula,MT,Passenger,1,0,1,70,71,1.41
January 31 2020,Jefferson,CO,Passenger,0,2,2,57,59,3.39
August 31 2018,Flathead,MT,Passenger,1,0,1,57,58,1.72
April 30 2019,Portsmouth,VA,Passenger,0,1,1,76,77,1.30
July 31 2023,Camden,NJ,Passenger,0,1,1,11,12,8.33
February 28 2023,Boulder,CO,Passenger,2,0,2,40,42,4.76
October 31 2021,Leavenworth,KS,Passenger,0,1,1,107,108,0.93
January 31 2023,Walla Walla,WA,Truck,3,0,3,13871,13874,0.02
June 30 2017,Maui,HI,Passenger,1,0,1,70,71,1.41
May 31 2021,Jones,GA,Passenger,1,0,1,1,2,50.00
December 31 2019,Jones,GA,Passenger,1,0,1,1,2,50.00
June 30 2021,DeKalb,GA,Passenger,1,0,1,61,62,1.61
May 31 2020,Cascade,MT,Passenger,0,1,1,61,62,1.61
March 31 2022,Ulster,NY,Passenger,1,0,1,14,15,6.67
August 31 2023,Collier,FL,Passenger,1,0,1,15,16,6.25
January 31 2019,Pend Oreille,WA,Truck,0,0,0,5745,5745,0.00
January 31 2017,Chelan,WA,Truck,0,0,0,21259,21259,0.00
February 28 2017,Klickitat,WA,Truck,0,0,0,7930,7930,0.00
December 31 2018,Snohomish,WA,Passenger,2915,1437,4352,527142,531494,0.82
May 31 2018,Pima,AZ,Passenger,1,1,2,432,434,0.46
May 31 2018,El Paso,TX,Passenger,1,0,1,527,528,0.19
June 30 2018,Lee,AL,Passenger,1,0,1,35,36,2.78
January 31 2019,Whitman,WA,Passenger,24,40,64,22837,22901,0.28
September 30 2021,Virginia Beach,VA,Passenger,2,0,2,593,595,0.34
May 31 2021,Tulsa,OK,Passenger,1,0,1,43,44,2.27
March 31 2022,Adams,CO,Passenger,1,0,1,36,37,2.70
February 28 2021,Hamilton,IN,Passenger,2,0,2,37,39,5.13
December 31 2023,Tooele,UT,Passenger,1,0,1,8,9,11.11
November 30 2023,Hawaii,HI,Passenger,1,0,1,28,29,3.45
November 30 2019,San Francisco,CA,Passenger,2,1,3,105,108,2.78
May 31 2020,San Juan,WA,Passenger,298,91,389,14055,14444,2.69
July 31 2021,Maricopa,AZ,Passenger,6,6,12,1253,1265,0.95
July 31 2020,Harnett,NC,Passenger,1,0,1,204,205,0.49
November 30 2020,Fairbanks North Star,AK,Passenger,0,1,1,95,96,1.04
December 31 2020,Wichita,TX,Passenger,1,0,1,44,45,2.22
July 31 2023,Hamilton,OH,Passenger,1,0,1,32,33,3.03
November 30 2019,Sumter,FL,Passenger,0,1,1,9,10,10.00
May 31 2023,Harris,TX,Passenger,1,1,2,146,148,1.35
January 31 2024,Asotin,WA,Truck,0,0,0,6528,6528,0.00
September 30 2023,Thurston,WA,Passenger,3463,1305,4768,189756,194524,2.45
June 30 2021,Pend Oreille,WA,Truck,0,0,0,5746,5746,0.00
October 31 2018,Lincoln,WA,Passenger,2,6,8,7741,7749,0.10
January 31 2017,Jefferson,WA,Truck,0,0,0,9468,9468,0.00
February 28 2017,Lincoln,WA,Truck,0,0,0,4464,4464,0.00
March 31 2022,York,VA,Passenger,1,0,1,93,94,1.06
January 31 2021,Maui,HI,Passenger,2,0,2,29,31,6.45
December 31 2022,Middlesex,NJ,Passenger,1,0,1,18,19,5.26
February 28 2019,Douglas,NE,Passenger,0,1,1,67,68,1.47
February 28 2018,Snohomish,WA,Truck,1,0,1,121331,121332,0.00
June 30 2021,Wahkiakum,WA,Passenger,15,8,23,3108,3131,0.73
August 31 2021,Grays Harbor,WA,Truck,0,0,0,21388,21388,0.00
August 31 2022,San Bernardino,CA,Passenger,2,1,3,335,338,0.89
October 31 2022,Multnomah,OR,Passenger,1,3,4,518,522,0.77
July 31 2020,Los Angeles,CA,Passenger,6,12,18,1027,1045,1.72
April 30 2022,Asotin,WA,Truck,0,0,0,6742,6742,0.00
August 31 2023,Mobile,AL,Passenger,1,0,1,27,28,3.57
July 31 2018,Monterey,CA,Passenger,0,1,1,184,185,0.54
June 30 2020,Denver,CO,Passenger,1,0,1,121,122,0.82
September 30 2023,Washtenaw,MI,Passenger,0,2,2,19,21,9.52
January 31 2022,Vigo,IN,Passenger,1,0,1,5,6,16.67
November 30 2021,Essex,NJ,Passenger,2,0,2,14,16,12.50
April 30 2022,Rogers,OK,Passenger,1,0,1,3,4,25.00
September 30 2017,Pend Oreille,WA,Truck,0,0,0,5554,5554,0.00
July 31 2023,Stevens,WA,Passenger,118,69,187,29636,29823,0.63
August 31 2022,Spokane,WA,Truck,10,0,10,101887,101897,0.01
October 31 2019,Harnett,NC,Passenger,1,1,2,220,222,0.90
January 31 2022,DeKalb,GA,Passenger,1,0,1,60,61,1.64
August 31 2022,Parker,TX,Passenger,0,1,1,21,22,4.55
July 31 2021,Champaign,IL,Passenger,1,0,1,12,13,7.69
April 30 2023,Eau Claire,WI,Passenger,1,0,1,1,2,50.00
December 31 2017,St. Lucie,FL,Passenger,1,0,1,26,27,3.70
October 31 2023,Carroll,MD,Passenger,0,1,1,16,17,5.88
March 31 2024,Riverside,CA,Passenger,4,0,4,307,311,1.29
August 31 2018,Columbia,WA,Truck,0,0,0,1535,1535,0.00
July 31 2023,El Paso,CO,Passenger,3,1,4,493,497,0.80
April 30 2023,Leavenworth,KS,Passenger,0,1,1,87,88,1.14
July 31 2022,Skagit,WA,Passenger,812,345,1157,89756,90913,1.27
July 31 2019,Clark,NV,Passenger,5,2,7,705,712,0.98
December 31 2021,Alexandria,VA,Passenger,3,0,3,113,116,2.59
January 31 2021,Orange,FL,Passenger,1,0,1,118,119,0.84
April 30 2018,Clay,FL,Passenger,0,1,1,99,100,1.00
October 31 2020,Carson City,NV,Passenger,1,0,1,11,12,8.33
May 31 2022,Broward,FL,Passenger,2,0,2,88,90,2.22
March 31 2024,Allegheny,PA,Passenger,1,0,1,44,45,2.22
December 31 2021,Stevens,WA,Truck,0,0,0,18923,18923,0.00
January 31 2021,Snohomish,WA,Passenger,5177,1874,7051,538198,545249,1.29
March 31 2019,Kootenai,ID,Passenger,1,2,3,213,216,1.39
November 30 2019,Harris,TX,Passenger,1,1,2,269,271,0.74
February 28 2017,Wayne,MI,Passenger,0,2,2,72,74,2.70
June 30 2021,District of Columbia,DC,Passenger,4,1,5,196,201,2.49
March 31 2022,Williamson,TX,Passenger,1,2,3,92,95,3.16
July 31 2021,San Mateo,CA,Passenger,1,0,1,103,104,0.96
May 31 2022,Asotin,WA,Passenger,23,19,42,12711,12753,0.33
October 31 2020,Hillsborough,FL,Passenger,0,1,1,180,181,0.55
November 30 2022,San Joaquin,CA,Passenger,1,0,1,88,89,1.12
January 31 2021,Santa Clara,CA,Passenger,7,2,9,284,293,3.07
September 30 2021,Currituck,NC,Passenger,1,0,1,24,25,4.00
January 31 2022,District of Columbia,DC,Passenger,4,0,4,190,194,2.06
October 31 2020,Palm Beach,FL,Passenger,0,2,2,77,79,2.53
December 31 2022,Hennepin,MN,Passenger,1,0,1,46,47,2.13
May 31 2017,Essex,NJ,Passenger,1,0,1,17,18,5.56
August 31 2021,Wichita,TX,Passenger,1,0,1,44,45,2.22
October 31 2022,Marion,OR,Passenger,1,0,1,86,87,1.15
July 31 2020,Prince William,VA,Passenger,2,4,6,225,231,2.60
October 31 2021,Portsmouth,VA,Passenger,0,1,1,84,85,1.18
March 31 2020,Riverside,CA,Passenger,3,1,4,644,648,0.62
April 30 2017,San Juan,WA,Passenger,98,35,133,13478,13611,0.98
December 31 2021,Asotin,WA,Passenger,22,17,39,12706,12745,0.31
April 30 2022,Columbia,WA,Truck,0,0,0,1587,1587,0.00
August 31 2019,Alexandria,VA,Passenger,1,0,1,141,142,0.70
July 31 2017,Nueces,TX,Passenger,0,1,1,95,96,1.04
March 31 2019,Boulder,CO,Passenger,1,0,1,47,48,2.08
February 28 2023,Hennepin,MN,Passenger,1,0,1,41,42,2.38
October 31 2017,Morris,NJ,Passenger,1,0,1,22,23,4.35
April 30 2018,Essex,NJ,Passenger,1,0,1,13,14,7.14
August 31 2018,Carroll,NH,Passenger,0,1,1,1,2,50.00
October 31 2023,St. Louis,MN,Passenger,0,1,1,5,6,16.67
November 30 2023,Ray,MO,Passenger,0,1,1,0,1,100.00
March 31 2023,Grant,WA,Passenger,255,113,368,66923,67291,0.55
September 30 2022,Santa Cruz,CA,Passenger,1,0,1,26,27,3.70
January 31 2017,Utah,UT,Passenger,0,1,1,201,202,0.50
February 28 2017,Lee,AL,Passenger,1,0,1,36,37,2.70
August 31 2021,Sacramento,CA,Passenger,2,1,3,240,243,1.23
July 31 2021,Denver,CO,Passenger,1,0,1,123,124,0.81
October 31 2021,Harnett,NC,Passenger,1,1,2,170,172,1.16
December 31 2019,DeKalb,GA,Passenger,1,0,1,84,85,1.18
November 30 2022,Maui,HI,Passenger,1,0,1,25,26,3.85
February 28 2019,Monroe,IL,Passenger,1,0,1,3,4,25.00
May 31 2018,El Paso,CO,Passenger,2,1,3,758,761,0.39
May 31 2022,Montgomery,MD,Passenger,4,2,6,207,213,2.82
October 31 2022,Chelan,WA,Truck,8,0,8,23062,23070,0.03
October 31 2022,Grays Harbor,WA,Truck,2,0,2,21072,21074,0.01
June 30 2021,Sacramento,CA,Passenger,2,1,3,241,244,1.23
August 31 2023,Norfolk,VA,Passenger,1,2,3,274,277,1.08
December 31 2018,DeKalb,GA,Passenger,1,0,1,79,80,1.25
April 30 2017,Douglas,OR,Passenger,0,1,1,75,76,1.32
March 31 2023,Arlington,VA,Passenger,1,0,1,115,116,0.86
October 31 2022,Montgomery,PA,Passenger,1,0,1,23,24,4.17
January 31 2019,Cowlitz,WA,Passenger,79,96,175,72551,72726,0.24
September 30 2021,Leavenworth,KS,Passenger,0,1,1,112,113,0.88
March 31 2020,Lewis,WA,Passenger,105,110,215,59196,59411,0.36
May 31 2018,Norfolk,VA,Passenger,1,2,3,331,334,0.90
September 30 2018,Skamania,WA,Truck,0,0,0,3968,3968,0.00
February 29 2024,Snohomish,WA,Truck,304,0,304,117734,118038,0.26
July 31 2020,Cascade,MT,Passenger,0,1,1,59,60,1.67
December 31 2020,Douglas,NE,Passenger,0,1,1,55,56,1.79
February 28 2023,Eau Claire,WI,Passenger,1,0,1,1,2,50.00
February 29 2020,Skagit,WA,Truck,1,0,1,32557,32558,0.00
October 31 2018,Riverside,CA,Passenger,2,2,4,681,685,0.58
December 31 2022,Columbia,WA,Passenger,7,1,8,2437,2445,0.33
March 31 2017,Cobb,GA,Passenger,0,1,1,80,81,1.23
July 31 2018,Lewis,WA,Passenger,83,61,144,57815,57959,0.25
April 30 2018,Fairfax,VA,Passenger,3,2,5,838,843,0.59
March 31 2022,Walla Walla,WA,Truck,0,0,0,14029,14029,0.00
June 30 2023,Maricopa,AZ,Passenger,9,5,14,718,732,1.91
February 29 2024,Arapahoe,CO,Passenger,1,1,2,60,62,3.23
December 31 2023,Sacramento,CA,Truck,1,0,1,30,31,3.23
August 31 2021,Moore,NC,Passenger,0,1,1,130,131,0.76
April 30 2018,Kent,MI,Passenger,0,1,1,33,34,2.94
February 28 2022,Benton,WA,Passenger,662,450,1112,135748,136860,0.81
April 30 2021,Prince William,VA,Passenger,1,2,3,218,221,1.36
August 31 2023,Douglas,WA,Truck,7,0,7,13059,13066,0.05
December 31 2020,Dallas,TX,Passenger,1,0,1,181,182,0.55
June 30 2021,Fairbanks North Star,AK,Passenger,0,1,1,89,90,1.11
February 28 2018,Latah,ID,Passenger,0,1,1,79,80,1.25
April 30 2018,Volusia,FL,Passenger,0,1,1,35,36,2.78
March 31 2024,Otero,NM,Passenger,0,1,1,21,22,4.55
September 30 2018,Multnomah,OR,Passenger,3,4,7,785,792,0.88
March 31 2023,Kittitas,WA,Truck,7,0,7,14561,14568,0.05
June 30 2021,Wahkiakum,WA,Truck,0,0,0,1796,1796,0.00
October 31 2021,Kittitas,WA,Passenger,193,72,265,29842,30107,0.88
February 28 2019,Maricopa,AZ,Passenger,6,3,9,1615,1624,0.55
February 28 2018,Spokane,WA,Passenger,306,263,569,300479,301048,0.19
October 31 2020,Franklin,WA,Truck,0,0,0,20367,20367,0.00
May 31 2019,Loudoun,VA,Passenger,1,0,1,97,98,1.02
March 31 2017,Lewis,NY,Passenger,0,1,1,10,11,9.09
January 31 2018,Queens,NY,Passenger,1,0,1,62,63,1.59
February 28 2018,Lake,CA,Passenger,0,1,1,8,9,11.11
October 31 2019,Grant,WA,Passenger,55,64,119,65367,65486,0.18
March 31 2024,Santa Cruz,CA,Passenger,1,0,1,16,17,5.88
September 30 2017,Kitsap,WA,Passenger,654,346,1000,174286,175286,0.57
February 28 2023,Ferry,WA,Passenger,21,4,25,4346,4371,0.57
January 31 2020,Hudson,NJ,Passenger,1,0,1,41,42,2.38
March 31 2020,Saginaw,MI,Passenger,1,0,1,12,13,7.69
December 31 2023,Lincoln,WA,Passenger,22,25,47,7553,7600,0.62
September 30 2020,Collin,TX,Passenger,2,1,3,132,135,2.22
January 31 2022,Pacific,WA,Passenger,55,63,118,16044,16162,0.73
October 31 2019,Riverside,CA,Passenger,4,1,5,647,652,0.77
November 30 2018,New Haven,CT,Passenger,0,1,1,48,49,2.04
January 31 2023,San Bernardino,CA,Passenger,3,1,4,317,321,1.25
April 30 2017,Nueces,TX,Passenger,0,1,1,98,99,1.01
May 31 2022,Douglas,CO,Passenger,0,1,1,80,81,1.23
March 31 2024,Burlington,NJ,Passenger,0,2,2,70,72,2.78
September 30 2022,Philadelphia,PA,Passenger,1,0,1,47,48,2.08
April 30 2018,Mercer,NJ,Passenger,0,1,1,21,22,4.55
October 31 2017,Franklin,WA,Truck,0,0,0,18320,18320,0.00
July 31 2018,Collin,TX,Passenger,1,0,1,168,169,0.59
January 31 2021,Mason,WA,Truck,0,0,0,21014,21014,0.00
September 30 2023,Skamania,WA,Passenger,120,54,174,8019,8193,2.12
September 30 2022,Kootenai,ID,Passenger,0,1,1,154,155,0.65
September 30 2017,Clark,WA,Passenger,810,542,1352,301372,302724,0.45
November 30 2019,Skamania,WA,Passenger,26,20,46,8782,8828,0.52
September 30 2019,Fairbanks North Star,AK,Passenger,0,1,1,97,98,1.02
February 28 2021,Anne Arundel,MD,Passenger,2,1,3,397,400,0.75
September 30 2020,Allegheny,PA,Passenger,2,0,2,78,80,2.50
June 30 2020,Clackamas,OR,Passenger,2,0,2,200,202,0.99
December 31 2018,Washoe,NV,Passenger,2,0,2,117,119,1.68
March 31 2019,Wayne,MI,Passenger,0,1,1,70,71,1.41
August 31 2018,Columbia,WA,Passenger,2,2,4,2415,2419,0.17
January 31 2017,Lee,AL,Passenger,1,0,1,36,37,2.70
January 31 2020,Grays Harbor,WA,Truck,0,0,0,20822,20822,0.00
September 30 2022,Leavenworth,KS,Passenger,0,1,1,94,95,1.05
March 31 2020,Hillsborough,FL,Passenger,0,1,1,189,190,0.53
May 31 2019,Lincoln,WA,Passenger,3,8,11,7772,7783,0.14
May 31 2022,Ventura,CA,Passenger,1,2,3,246,249,1.20
January 31 2020,Palm Beach,FL,Passenger,0,2,2,86,88,2.27
August 31 2019,Maui,HI,Passenger,2,0,2,46,48,4.17
July 31 2017,Carroll,NH,Passenger,0,1,1,1,2,50.00
January 31 2021,Powhatan,VA,Passenger,1,0,1,2,3,33.33
June 30 2020,Santa Cruz,CA,Passenger,1,0,1,36,37,2.70
August 31 2023,Marion,IA,Passenger,1,0,1,0,1,100.00
November 30 2021,Kittitas,WA,Truck,0,0,0,14806,14806,0.00
August 31 2017,San Juan,WA,Passenger,113,39,152,13642,13794,1.10
March 31 2017,Okanogan,WA,Truck,0,0,0,16302,16302,0.00
January 31 2019,Multnomah,OR,Passenger,3,5,8,782,790,1.01
April 30 2023,Walla Walla,WA,Passenger,213,114,327,35434,35761,0.91
December 31 2019,Fairbanks North Star,AK,Passenger,0,1,1,99,100,1.00
June 30 2019,New Haven,CT,Passenger,0,2,2,48,50,4.00
August 31 2019,Tarrant,TX,Passenger,3,0,3,203,206,1.46
December 31 2021,Ada,ID,Passenger,1,0,1,205,206,0.49
September 30 2022,Pulaski,AR,Passenger,1,0,1,30,31,3.23
January 31 2022,San Mateo,CA,Passenger,2,0,2,85,87,2.30
January 31 2022,Philadelphia,PA,Passenger,1,0,1,43,44,2.27
December 31 2018,Bergen,NJ,Passenger,1,0,1,28,29,3.45
August 31 2017,Snohomish,WA,Truck,1,0,1,121666,121667,0.00
September 30 2021,San Francisco,CA,Passenger,0,1,1,97,98,1.02
April 30 2019,Santa Clara,CA,Passenger,8,1,9,375,384,2.34
August 31 2018,Maricopa,AZ,Passenger,2,2,4,1618,1622,0.25
March 31 2017,Stevens,WA,Passenger,6,20,26,31280,31306,0.08
August 31 2021,Grays Harbor,WA,Passenger,177,147,324,49479,49803,0.65
January 31 2023,Montgomery,MD,Passenger,4,3,7,188,195,3.59
May 31 2022,Moore,NC,Passenger,0,1,1,120,121,0.83
December 31 2023,Maui,HI,Passenger,1,0,1,19,20,5.00
December 31 2023,Spotsylvania,VA,Passenger,0,1,1,21,22,4.55
April 30 2023,Texas,MO,Passenger,1,0,1,1,2,50.00
February 28 2021,Goochland,VA,Passenger,4,3,7,250,257,2.72
August 31 2018,Honolulu,HI,Passenger,1,2,3,540,543,0.55
December 31 2022,Burlington,NJ,Passenger,0,2,2,102,104,1.92
April 30 2021,King,WA,Truck,6,1,7,184875,184882,0.00
December 31 2018,Mason,WA,Passenger,107,108,215,46454,46669,0.46
March 31 2018,Sacramento,CA,Passenger,1,1,2,311,313,0.64
April 30 2017,Columbia,WA,Truck,0,0,0,1537,1537,0.00
July 31 2019,Sedgwick,KS,Passenger,1,1,2,101,103,1.94
July 31 2021,Flathead,MT,Passenger,1,0,1,49,50,2.00
April 30 2022,Carroll,NH,Passenger,0,1,1,5,6,16.67
November 30 2022,Lee,FL,Passenger,1,0,1,33,34,2.94
July 31 2020,Kent,MI,Passenger,0,1,1,26,27,3.70
May 31 2017,Salt Lake,UT,Passenger,0,1,1,277,278,0.36
July 31 2022,St. Clair,IL,Passenger,1,0,1,118,119,0.84
November 30 2021,Collin,TX,Passenger,2,0,2,117,119,1.68
May 31 2021,Nueces,TX,Passenger,1,0,1,79,80,1.25
May 31 2017,Juneau,AK,Passenger,0,1,1,50,51,1.96
June 30 2019,Kittitas,WA,Passenger,81,38,119,29613,29732,0.40
August 31 2019,Wahkiakum,WA,Passenger,2,2,4,3027,3031,0.13
September 30 2022,Arlington,VA,Passenger,1,0,1,122,123,0.81
February 28 2019,Camden,NJ,Passenger,0,1,1,27,28,3.57
January 31 2019,Whitman,WA,Truck,0,0,0,8516,8516,0.00
May 31 2023,Rockdale,GA,Passenger,1,0,1,5,6,16.67
October 31 2021,Klamath,OR,Passenger,1,0,1,31,32,3.12
December 31 2022,Skamania,WA,Passenger,89,52,141,8101,8242,1.71
June 30 2022,Pima,AZ,Passenger,1,0,1,251,252,0.40
November 30 2019,Kern,CA,Passenger,0,1,1,224,225,0.44
February 29 2020,Dakota,MN,Passenger,0,1,1,30,31,3.23
May 31 2022,Lake,FL,Passenger,1,0,1,21,22,4.55
May 31 2022,Powhatan,VA,Passenger,1,0,1,2,3,33.33
December 31 2020,Maui,HI,Passenger,2,0,2,30,32,6.25
August 31 2022,Sonoma,CA,Passenger,1,1,2,87,89,2.25
June 30 2023,Santa Clara,CA,Passenger,11,3,14,188,202,6.93
April 30 2017,Lane,OR,Passenger,0,1,1,250,251,0.40
January 31 2019,Hennepin,MN,Passenger,2,0,2,106,108,1.85
July 31 2021,Fairbanks North Star,AK,Passenger,0,1,1,87,88,1.14
March 31 2023,Eau Claire,WI,Passenger,1,0,1,1,2,50.00
July 31 2019,Goochland,VA,Passenger,1,1,2,265,267,0.75
October 31 2019,Klickitat,WA,Passenger,43,37,80,15663,15743,0.51
March 31 2019,Okanogan,WA,Truck,0,0,0,16438,16438,0.00
May 31 2019,San Francisco,CA,Passenger,2,1,3,111,114,2.63
October 31 2019,Saginaw,MI,Passenger,1,0,1,12,13,7.69
