Date,County,State,Vehicle Primary Use,Battery Electric Vehicles (BEVs),Plug-In Hybrid Electric Vehicles (PHEVs),Electric Vehicle (EV) Total,Non-Electric Vehicle Total,Total Vehicles,Percent Electric Vehicles
February 28 2021,Cowlitz,WA,Truck,0,0,0,28971,28971,0.00
February 28 2018,King,WA,Passenger,11754,5018,16772,1367903,1384675,1.21
August 31 2017,Richland,SC,Passenger,0,1,1,190,191,0.52
February 29 2024,Harris,TX,Passenger,2,0,2,98,100,2.00
October 31 2023,Kent,DE,Passenger,1,0,1,40,41,2.44
December 31 2019,Charles,MD,Passenger,0,1,1,88,89,1.12
January 31 2017,Prince George's,MD,Passenger,0,1,1,189,190,0.53
June 30 2018,Columbia,WA,Truck,0,0,0,1527,1527,0.00
November 30 2023,Hennepin,MN,Passenger,1,0,1,30,31,3.23
March 31 2022,Rogers,OK,Passenger,1,0,1,3,4,25.00
May 31 2017,Cowlitz,WA,Truck,0,0,0,27869,27869,0.00
June 30 2019,Grays Harbor,WA,Passenger,73,85,158,47917,48075,0.33
August 31 2017,Kittitas,WA,Truck,0,0,0,13611,13611,0.00
January 31 2022,Clallam,WA,Truck,1,0,1,22127,22128,0.00
April 30 2019,Lee,AL,Passenger,1,0,1,37,38,2.63
March 31 2022,Orange,NC,Passenger,0,1,1,12,13,7.69
March 31 2020,Chelan,WA,Passenger,220,79,299,54475,54774,0.55
August 31 2017,Anne Arundel,MD,Passenger,0,1,1,495,496,0.20
July 31 2021,Klamath,OR,Passenger,1,0,1,31,32,3.12
March 31 2023,Ada,ID,Passenger,2,0,2,133,135,1.48
February 28 2017,Shelby,TN,Passenger,0,1,1,113,114,0.88
April 30 2023,Parker,TX,Passenger,0,1,1,16,17,5.88
April 30 2019,Valencia,NM,Passenger,1,0,1,10,11,9.09
January 31 2019,Stevens,WA,Passenger,19,28,47,31803,31850,0.15
January 31 2023,Calvert,MD,Passenger,0,2,2,84,86,2.33
February 29 2020,Cochise,AZ,Passenger,0,1,1,102,103,0.97
December 31 2021,Pennington,SD,Passenger,1,0,1,33,34,2.94
July 31 2017,Lumpkin,GA,Passenger,1,0,1,9,10,10.00
January 31 2022,Powhatan,VA,Passenger,1,0,1,1,2,50.00
August 31 2023,Spokane,WA,Passenger,2461,1190,3651,322588,326239,1.12
November 30 2021,Pierce,WA,Truck,0,0,0,145006,145006,0.00
February 28 2023,Orange,FL,Passenger,1,0,1,70,71,1.41
November 30 2020,Montgomery,AL,Passenger,0,1,1,42,43,2.33
April 30 2022,Cook,IL,Passenger,3,0,3,212,215,1.40
August 31 2020,Valencia,NM,Passenger,1,0,1,8,9,11.11
November 30 2020,Pierce,WA,Truck,0,0,0,144476,144476,0.00
July 31 2017,Kitsap,WA,Truck,1,0,1,52513,52514,0.00
January 31 2023,Clallam,WA,Truck,9,0,9,21851,21860,0.04
November 30 2021,Lewis,WA,Passenger,197,165,362,59597,59959,0.60
January 31 2023,Franklin,WA,Passenger,262,124,386,61798,62184,0.62
January 31 2018,Grant,WA,Passenger,29,37,66,62281,62347,0.11
July 31 2021,Stafford,VA,Passenger,2,1,3,104,107,2.80
June 30 2019,Mason,WA,Truck,0,0,0,20353,20353,0.00
August 31 2019,Kittitas,WA,Truck,0,0,0,14526,14526,0.00
October 31 2019,Whitman,WA,Truck,0,0,0,8598,8598,0.00
December 31 2018,Guadalupe,TX,Passenger,1,0,1,83,84,1.19
August 31 2022,Frederick,MD,Passenger,1,0,1,62,63,1.59
March 31 2017,Clackamas,OR,Passenger,1,2,3,337,340,0.88
July 31 2020,Manassas,VA,Passenger,0,1,1,5,6,16.67
November 30 2021,Cowlitz,WA,Passenger,265,159,424,71744,72168,0.59
March 31 2024,Sheridan,WY,Passenger,1,0,1,2,3,33.33
February 28 2023,Fairfax,VA,Truck,1,0,1,96,97,1.03
March 31 2022,Louisa,VA,Passenger,0,1,1,1,2,50.00
May 31 2020,Mason,WA,Passenger,157,135,292,47162,47454,0.62
December 31 2021,Columbia,WA,Passenger,6,2,8,2449,2457,0.33
March 31 2017,Pend Oreille,WA,Truck,0,0,0,5584,5584,0.00
August 31 2019,Osceola,FL,Passenger,1,0,1,42,43,2.33
March 31 2021,Monroe,IL,Passenger,1,0,1,2,3,33.33
November 30 2018,Whatcom,WA,Passenger,731,354,1085,149099,150184,0.72
February 28 2022,Clallam,WA,Passenger,394,243,637,50122,50759,1.25
December 31 2017,Kittitas,WA,Passenger,36,26,62,28443,28505,0.22
June 30 2018,Lincoln,WA,Truck,0,0,0,4558,4558,0.00
June 30 2021,,,Passenger,4,2,6,349,355,1.69
April 30 2018,Monterey,CA,Passenger,0,1,1,188,189,0.53
April 30 2019,San Juan,PR,Passenger,0,1,1,3,4,25.00
April 30 2022,Plaquemines,LA,Passenger,1,1,2,20,22,9.09
June 30 2018,Camden,NJ,Passenger,0,1,1,33,34,2.94
November 30 2019,Shasta,CA,Passenger,1,0,1,41,42,2.38
March 31 2024,Prince William,VA,Passenger,2,2,4,133,137,2.92
January 31 2020,Monterey,CA,Passenger,0,1,1,187,188,0.53
February 29 2020,Sumter,FL,Passenger,0,1,1,9,10,10.00
April 30 2018,Prince George's,MD,Passenger,1,1,2,189,191,1.05
January 31 2020,Asotin,WA,Passenger,17,11,28,12719,12747,0.22
April 30 2019,St. Mary's,MD,Passenger,1,0,1,209,210,0.48
August 31 2018,Asotin,WA,Truck,0,0,0,6648,6648,0.00
January 31 2020,Garfield,WA,Truck,0,0,0,967,967,0.00
February 28 2023,Champaign,IL,Passenger,1,0,1,13,14,7.14
June 30 2021,Columbia,OR,Passenger,1,0,1,21,22,4.55
October 31 2023,Jefferson,NY,Passenger,2,0,2,177,179,1.12
June 30 2022,Charles,MD,Passenger,1,1,2,61,63,3.17
July 31 2018,Collier,FL,Passenger,1,0,1,23,24,4.17
October 31 2020,Williams,ND,Passenger,0,1,1,11,12,8.33
May 31 2022,Thurston,WA,Passenger,2123,1027,3150,194107,197257,1.60
November 30 2020,Walla Walla,WA,Truck,0,0,0,13816,13816,0.00
February 28 2017,Garfield,WA,Truck,0,0,0,933,933,0.00
August 31 2023,Albemarle,VA,Passenger,2,0,2,14,16,12.50
March 31 2021,RÃ­o Grande,PR,Passenger,1,0,1,1,2,50.00
October 31 2017,Polk,FL,Passenger,1,0,1,66,67,1.49
April 30 2023,Meade,KY,Passenger,1,0,1,19,20,5.00
February 28 2022,Dallas,TX,Passenger,1,0,1,139,140,0.71
September 30 2022,Coryell,TX,Passenger,1,0,1,87,88,1.14
July 31 2018,Okanogan,WA,Passenger,9,20,29,26017,26046,0.11
May 31 2018,Maricopa,AZ,Passenger,2,2,4,1625,1629,0.25
May 31 2018,Honolulu,HI,Passenger,2,2,4,543,547,0.73
November 30 2018,Tulsa,OK,Passenger,1,1,2,53,55,3.64
March 31 2023,San Joaquin,CA,Passenger,0,1,1,81,82,1.22
June 30 2022,Collier,FL,Passenger,1,0,1,18,19,5.26
October 31 2021,Lake,FL,Passenger,1,0,1,24,25,4.00
December 31 2021,Vigo,IN,Passenger,1,0,1,5,6,16.67
December 31 2017,Clark,WA,Passenger,851,573,1424,304237,305661,0.47
November 30 2020,Kauai,HI,Passenger,1,0,1,18,19,5.26
July 31 2017,Okanogan,WA,Truck,0,0,0,16223,16223,0.00
September 30 2018,Cowlitz,WA,Truck,0,0,0,28600,28600,0.00
May 31 2022,Ferry,WA,Truck,0,0,0,3568,3568,0.00
August 31 2019,Lincoln,WA,Passenger,2,10,12,7786,7798,0.15
May 31 2020,Skamania,WA,Passenger,30,17,47,8519,8566,0.55
May 31 2022,Douglas,WA,Passenger,132,58,190,28498,28688,0.66
February 29 2024,Mercer,NJ,Passenger,0,1,1,7,8,12.50
March 31 2021,King,WA,Truck,6,1,7,184500,184507,0.00
July 31 2020,Honolulu,HI,Passenger,4,2,6,469,475,1.26
February 29 2020,Bexar,TX,Passenger,1,5,6,665,671,0.89
September 30 2018,Saratoga,NY,Passenger,1,0,1,59,60,1.67
April 30 2017,Grays Harbor,WA,Passenger,29,30,59,44471,44530,0.13
October 31 2022,Anne Arundel,MD,Passenger,3,3,6,318,324,1.85
October 31 2022,Montgomery,MD,Passenger,4,2,6,193,199,3.02
June 30 2021,Lincoln,WA,Truck,0,0,0,4752,4752,0.00
June 30 2023,Williamson,TX,Passenger,0,1,1,51,52,1.92
November 30 2023,Harford,MD,Passenger,1,1,2,40,42,4.76
August 31 2020,Juneau,AK,Passenger,0,1,1,28,29,3.45
December 31 2020,Juneau,AK,Passenger,0,1,1,26,27,3.70
March 31 2022,Carroll,MD,Passenger,0,1,1,15,16,6.25
March 31 2023,DuPage,IL,Passenger,2,1,3,36,39,7.69
November 30 2017,Los Angeles,CA,Passenger,4,2,6,1241,1247,0.48
June 30 2018,Mercer,NJ,Passenger,0,1,1,21,22,4.55
October 31 2020,Washtenaw,MI,Passenger,1,1,2,32,34,5.88
June 30 2021,Richmond,NY,Passenger,1,0,1,7,8,12.50
May 31 2018,Monroe,IL,Passenger,1,0,1,4,5,20.00
April 30 2019,Thurston,WA,Truck,0,0,0,55016,55016,0.00
September 30 2017,Whatcom,WA,Passenger,497,190,687,143834,144521,0.48
October 31 2018,Garfield,WA,Truck,0,0,0,959,959,0.00
April 30 2018,Kittitas,WA,Passenger,41,32,73,28770,28843,0.25
December 31 2019,Nueces,TX,Passenger,1,1,2,84,86,2.33
February 29 2020,King,WA,Passenger,23442,7673,31115,1399746,1430861,2.17
March 31 2018,Maricopa,AZ,Passenger,2,2,4,1616,1620,0.25
May 31 2019,Grays Harbor,WA,Truck,0,0,0,20454,20454,0.00
March 31 2019,Nassau,NY,Passenger,3,0,3,42,45,6.67
July 31 2019,Frederick,MD,Passenger,1,1,2,81,83,2.41
December 31 2023,Hillsborough,FL,Passenger,2,2,4,88,92,4.35
February 28 2022,Sumter,SC,Passenger,0,1,1,31,32,3.12
October 31 2023,Texas,MO,Passenger,1,0,1,1,2,50.00
March 31 2020,Mason,WA,Passenger,153,133,286,47498,47784,0.60
February 28 2021,Whatcom,WA,Passenger,1278,572,1850,149969,151819,1.22
October 31 2023,Stevens,WA,Truck,2,0,2,18640,18642,0.01
February 28 2018,Flathead,MT,Passenger,1,0,1,57,58,1.72
May 31 2022,Sarpy,NE,Passenger,1,0,1,63,64,1.56
February 28 2021,Grant,WA,Truck,0,0,0,27654,27654,0.00
September 30 2021,Fairbanks North Star,AK,Passenger,0,1,1,83,84,1.19
December 31 2021,Richland,SC,Passenger,0,2,2,139,141,1.42
July 31 2019,Pierce,WA,Passenger,1877,1570,3447,544157,547604,0.63
July 31 2018,St. Mary's,MD,Passenger,1,0,1,215,216,0.46
April 30 2017,Cascade,MT,Passenger,0,1,1,64,65,1.54
October 31 2019,Kern,CA,Passenger,0,1,1,226,227,0.44
April 30 2023,San Francisco,CA,Passenger,1,0,1,65,66,1.52
January 31 2018,Clark,WA,Passenger,873,599,1472,305265,306737,0.48
June 30 2022,Spokane,WA,Passenger,1597,847,2444,324942,327386,0.75
August 31 2020,Thurston,WA,Truck,0,0,0,55962,55962,0.00
January 31 2022,Jefferson,WA,Truck,0,0,0,9570,9570,0.00
March 31 2018,San Juan,WA,Truck,0,0,0,5655,5655,0.00
March 31 2017,Wayne,MI,Passenger,0,1,1,74,75,1.33
December 31 2017,Honolulu,HI,Passenger,2,2,4,572,576,0.69
May 31 2017,Dale,AL,Passenger,0,1,1,63,64,1.56
January 31 2017,Collin,TX,Passenger,0,1,1,160,161,0.62
December 31 2021,Walla Walla,WA,Truck,0,0,0,14087,14087,0.00
August 31 2019,Whitman,WA,Passenger,34,44,78,22703,22781,0.34
February 28 2019,Kittitas,WA,Truck,0,0,0,14265,14265,0.00
October 31 2023,Adams,WA,Truck,3,0,3,5330,5333,0.06
March 31 2020,Tarrant,TX,Passenger,2,0,2,186,188,1.06
August 31 2023,Polk,OR,Passenger,1,1,2,15,17,11.76
May 31 2022,Hamilton,IN,Passenger,1,0,1,24,25,4.00
January 31 2023,Thurston,WA,Truck,42,0,42,54528,54570,0.08
August 31 2019,Benton,WA,Passenger,279,291,570,134310,134880,0.42
October 31 2019,Sedgwick,KS,Passenger,1,1,2,99,101,1.98
December 31 2019,Sarasota,FL,Passenger,2,0,2,33,35,5.71
September 30 2022,Clinton,PA,Passenger,1,0,1,1,2,50.00
December 31 2017,Kitsap,WA,Passenger,694,377,1071,175840,176911,0.61
April 30 2019,Lake,CA,Passenger,0,1,1,10,11,9.09
December 31 2023,Madison,IL,Passenger,1,0,1,15,16,6.25
February 28 2019,Douglas,WA,Passenger,52,35,87,27937,28024,0.31
June 30 2018,Skamania,WA,Passenger,11,9,20,8658,8678,0.23
September 30 2018,Mason,WA,Truck,0,0,0,20083,20083,0.00
April 30 2022,Montgomery,MD,Passenger,4,2,6,202,208,2.88
May 31 2021,Tarrant,TX,Passenger,2,0,2,156,158,1.27
December 31 2023,Yuba,CA,Passenger,1,0,1,44,45,2.22
January 31 2019,Marion,OR,Passenger,1,0,1,122,123,0.81
October 31 2021,Sarasota,FL,Passenger,2,0,2,39,41,4.88
April 30 2023,Island,WA,Truck,28,0,28,21019,21047,0.13
December 31 2022,Chesapeake,VA,Passenger,3,2,5,323,328,1.52
August 31 2017,Nassau,NY,Passenger,1,1,2,40,42,4.76
February 29 2024,Stevens,WA,Passenger,146,72,218,29085,29303,0.74
February 29 2024,El Paso,CO,Passenger,5,1,6,414,420,1.43
September 30 2017,Charles,MD,Passenger,0,1,1,86,87,1.15
June 30 2021,Sarasota,FL,Passenger,2,0,2,35,37,5.41
May 31 2021,Whitman,WA,Truck,0,0,0,8575,8575,0.00
June 30 2019,Sumter,FL,Passenger,0,1,1,10,11,9.09
November 30 2022,Mercer,NJ,Passenger,0,1,1,15,16,6.25
February 28 2023,Dorchester,SC,Passenger,1,0,1,53,54,1.85
May 31 2023,Yakima,WA,Truck,12,0,12,61125,61137,0.02
August 31 2017,Clark,WA,Truck,0,0,0,77887,77887,0.00
September 30 2018,Benton,WA,Passenger,188,208,396,132413,132809,0.30
September 30 2018,Orange,CA,Passenger,4,1,5,571,576,0.87
August 31 2019,Anne Arundel,MD,Passenger,1,1,2,434,436,0.46
October 31 2018,Hardin,KY,Passenger,0,1,1,111,112,0.89
August 31 2019,El Paso,CO,Passenger,2,1,3,746,749,0.40
April 30 2019,Kalamazoo,MI,Passenger,1,0,1,14,15,6.67
February 28 2022,Penobscot,ME,Passenger,0,1,1,7,8,12.50
May 31 2017,King,WA,Truck,8,1,9,188241,188250,0.00
December 31 2020,Pend Oreille,WA,Passenger,12,4,16,9167,9183,0.17
January 31 2022,Pima,AZ,Passenger,1,1,2,275,277,0.72
June 30 2020,Juneau,AK,Passenger,0,2,2,29,31,6.45
January 31 2022,Ulster,NY,Passenger,1,0,1,14,15,6.67
December 31 2019,Klickitat,WA,Truck,0,0,0,8316,8316,0.00
August 31 2021,Yamhill,OR,Passenger,1,0,1,39,40,2.50
July 31 2023,Washington,OR,Passenger,1,0,1,235,236,0.42
January 31 2017,Pacific,WA,Truck,0,0,0,7506,7506,0.00
January 31 2021,New York,NY,Passenger,1,0,1,57,58,1.72
April 30 2020,Grays Harbor,WA,Truck,0,0,0,20722,20722,0.00
August 31 2021,Mason,WA,Passenger,227,145,372,48050,48422,0.77
August 31 2019,District of Columbia,DC,Passenger,1,1,2,208,210,0.95
August 31 2023,Platte,MO,Passenger,2,0,2,20,22,9.09
April 30 2020,Boone,MO,Passenger,0,1,1,13,14,7.14
May 31 2017,Madison,ID,Passenger,1,0,1,40,41,2.44
May 31 2020,Kittitas,WA,Truck,0,0,0,14553,14553,0.00
April 30 2017,Cowlitz,WA,Truck,0,0,0,27852,27852,0.00
June 30 2020,Polk,FL,Passenger,1,0,1,72,73,1.37
June 30 2022,Juneau,AK,Passenger,0,1,1,31,32,3.12
September 30 2019,Owyhee,ID,Passenger,1,0,1,4,5,20.00
July 31 2020,Spokane,WA,Passenger,752,490,1242,316309,317551,0.39
October 31 2022,Clallam,WA,Passenger,457,256,713,49418,50131,1.42
June 30 2017,Wahkiakum,WA,Truck,0,0,0,1644,1644,0.00
May 31 2020,Dakota,MN,Passenger,0,1,1,30,31,3.23
December 31 2020,Monroe,IL,Passenger,1,0,1,2,3,33.33
August 31 2017,Pacific,WA,Passenger,10,9,19,15242,15261,0.12
October 31 2023,Yakima,WA,Passenger,594,285,879,166117,166996,0.53
July 31 2023,Cowlitz,WA,Passenger,486,225,711,69883,70594,1.01
August 31 2023,District of Columbia,DC,Passenger,3,0,3,147,150,2.00
April 30 2022,Walla Walla,WA,Truck,0,0,0,14015,14015,0.00
May 31 2020,Dallas,TX,Passenger,1,0,1,207,208,0.48
April 30 2023,Washoe,NV,Passenger,1,0,1,56,57,1.75
February 28 2018,Ferry,WA,Passenger,1,3,4,4395,4399,0.09
November 30 2019,Yakima,WA,Truck,0,0,0,59582,59582,0.00
June 30 2020,Santa Clara,CA,Passenger,8,2,10,312,322,3.11
July 31 2018,Saratoga,NY,Passenger,1,1,2,61,63,3.17
March 31 2018,Thurston,WA,Truck,0,0,0,54003,54003,0.00
August 31 2021,Benton,WA,Truck,0,0,0,43606,43606,0.00
January 31 2024,Los Angeles,CA,Passenger,5,4,9,525,534,1.69
December 31 2019,Pima,AZ,Passenger,3,1,4,394,398,1.01
March 31 2019,Ventura,CA,Passenger,0,2,2,317,319,0.63
August 31 2019,Placer,CA,Passenger,1,0,1,103,104,0.96
August 31 2023,Alexandria,VA,Passenger,3,1,4,82,86,4.65
June 30 2019,Montgomery,TX,Passenger,2,0,2,65,67,2.99
February 28 2017,Franklin,OH,Passenger,0,1,1,115,116,0.86
August 31 2023,Henrico,VA,Passenger,0,1,1,8,9,11.11
January 31 2018,Orange,CA,Passenger,3,1,4,587,591,0.68
October 31 2022,San Joaquin,CA,Passenger,1,0,1,88,89,1.12
August 31 2021,Saginaw,MI,Passenger,1,0,1,9,10,10.00
April 30 2023,Providence,RI,Passenger,1,0,1,18,19,5.26
January 31 2020,San Mateo,CA,Passenger,1,1,2,123,125,1.60
July 31 2022,Fairfax,VA,Passenger,6,3,9,641,650,1.38
August 31 2023,Monterey,CA,Passenger,0,3,3,120,123,2.44
August 31 2018,Howard,MD,Passenger,0,1,1,91,92,1.09
May 31 2022,Pinal,AZ,Passenger,0,1,1,134,135,0.74
November 30 2017,Canyon,ID,Passenger,0,1,1,94,95,1.05
August 31 2021,Milwaukee,WI,Passenger,1,0,1,42,43,2.33
March 31 2024,Klickitat,WA,Truck,18,0,18,7976,7994,0.23
April 30 2021,San Bernardino,CA,Passenger,1,0,1,398,399,0.25
March 31 2024,Allen,IN,Passenger,1,1,2,11,13,15.38
September 30 2023,Palm Beach,FL,Passenger,0,1,1,45,46,2.17
June 30 2021,Hillsborough,FL,Passenger,0,2,2,154,156,1.28
July 31 2021,Suffolk,MA,Passenger,0,2,2,32,34,5.88
June 30 2021,Yakima,WA,Truck,0,0,0,61710,61710,0.00
November 30 2017,Cowlitz,WA,Truck,0,0,0,28144,28144,0.00
January 31 2023,Douglas,WA,Truck,5,0,5,12867,12872,0.04
June 30 2020,Pinal,AZ,Passenger,1,0,1,190,191,0.52
January 31 2018,San Juan,WA,Passenger,137,46,183,13921,14104,1.30
October 31 2017,Whatcom,WA,Passenger,511,202,713,144290,145003,0.49
February 28 2019,Asotin,WA,Truck,0,0,0,6643,6643,0.00
July 31 2018,El Paso,CO,Passenger,2,1,3,762,765,0.39
November 30 2018,Pima,AZ,Passenger,1,1,2,419,421,0.48
October 31 2017,St. Lucie,FL,Passenger,1,0,1,27,28,3.57
June 30 2023,Mercer,NJ,Passenger,0,1,1,13,14,7.14
July 31 2021,Shelby,OH,Passenger,0,1,1,2,3,33.33
May 31 2019,Yakima,WA,Truck,0,0,0,59080,59080,0.00
March 31 2022,Hawaii,HI,Passenger,1,0,1,44,45,2.22
June 30 2019,Nueces,TX,Passenger,1,1,2,96,98,2.04
May 31 2018,Saratoga,NY,Passenger,1,1,2,62,64,3.12
September 30 2022,Clallam,WA,Truck,6,0,6,21874,21880,0.03
July 31 2023,Kitsap,WA,Truck,80,0,80,52171,52251,0.15
June 30 2022,Klickitat,WA,Passenger,102,55,157,15228,15385,1.02
March 31 2024,Adams,WA,Passenger,32,14,46,12658,12704,0.36
September 30 2017,Montgomery,TN,Passenger,1,0,1,279,280,0.36
June 30 2021,Burlington,NJ,Passenger,0,1,1,129,130,0.77
May 31 2022,San Juan,WA,Passenger,499,152,651,14082,14733,4.42
February 28 2019,Pend Oreille,WA,Truck,0,0,0,5740,5740,0.00
March 31 2017,Prince William,VA,Passenger,0,4,4,276,280,1.43
May 31 2017,Okaloosa,FL,Passenger,1,0,1,187,188,0.53
June 30 2022,Tarrant,TX,Passenger,3,0,3,125,128,2.34
January 31 2018,Adams,WA,Passenger,4,4,8,12438,12446,0.06
September 30 2019,Pinal,AZ,Passenger,2,0,2,198,200,1.00
March 31 2018,Asotin,WA,Truck,0,0,0,6592,6592,0.00
January 31 2024,Platte,MO,Passenger,2,0,2,18,20,10.00
October 31 2017,Collier,FL,Passenger,1,0,1,23,24,4.17
November 30 2019,Powhatan,VA,Passenger,1,0,1,1,2,50.00
March 31 2017,Clark,WA,Passenger,718,454,1172,298248,299420,0.39
March 31 2019,Whatcom,WA,Passenger,793,385,1178,149704,150882,0.78
May 31 2023,Pinal,AZ,Passenger,0,1,1,90,91,1.10
December 31 2019,Kitsap,WA,Passenger,1199,652,1851,182285,184136,1.01
May 31 2019,Middlesex,MA,Passenger,1,0,1,115,116,0.86
December 31 2022,Pulaski,MO,Passenger,3,0,3,101,104,2.88
December 31 2021,Bexar,TX,Passenger,2,4,6,522,528,1.14
December 31 2021,Onslow,NC,Passenger,0,1,1,171,172,0.58
May 31 2018,Washtenaw,MI,Passenger,1,0,1,38,39,2.56
January 31 2023,Louisa,VA,Passenger,0,1,1,1,2,50.00
January 31 2021,Miami-Dade,FL,Passenger,1,0,1,100,101,0.99
May 31 2020,El Paso,TX,Passenger,3,0,3,436,439,0.68
May 31 2017,Arlington,VA,Passenger,1,1,2,170,172,1.16
April 30 2023,San Mateo,CA,Passenger,2,0,2,69,71,2.82
September 30 2022,Grays Harbor,WA,Truck,2,0,2,21159,21161,0.01
May 31 2020,Wilson,TX,Passenger,0,1,1,7,8,12.50
June 30 2019,Ferry,WA,Passenger,5,2,7,4389,4396,0.16
June 30 2021,Orange,FL,Passenger,1,0,1,119,120,0.83
May 31 2021,Carroll,MD,Passenger,0,1,1,16,17,5.88
November 30 2023,Ulster,NY,Passenger,1,0,1,6,7,14.29
September 30 2023,Nueces,TX,Passenger,1,1,2,47,49,4.08
February 28 2022,Klickitat,WA,Passenger,92,53,145,15293,15438,0.94
May 31 2023,Lewis,WA,Passenger,310,208,518,59134,59652,0.87
January 31 2021,Washington,OR,Passenger,1,0,1,418,419,0.24
March 31 2023,Wayne,MI,Passenger,0,1,1,36,37,2.70
February 28 2019,Shelby,TN,Passenger,0,1,1,100,101,0.99
November 30 2018,Allegheny,PA,Passenger,1,0,1,91,92,1.09
September 30 2023,Albemarle,VA,Passenger,2,0,2,14,16,12.50
October 31 2023,Asotin,WA,Truck,0,0,0,6616,6616,0.00
May 31 2021,Hamilton,IN,Passenger,2,0,2,36,38,5.26
February 28 2018,Wahkiakum,WA,Truck,0,0,0,1673,1673,0.00
August 31 2022,Oldham,KY,Passenger,0,1,1,4,5,20.00
November 30 2019,Pinellas,FL,Passenger,1,1,2,117,119,1.68
October 31 2023,York,VA,Passenger,1,0,1,64,65,1.54
June 30 2020,Franklin,WA,Truck,0,0,0,19966,19966,0.00
April 30 2023,Pima,AZ,Passenger,1,0,1,209,210,0.48
August 31 2019,Vigo,IN,Passenger,1,0,1,6,7,14.29
November 30 2021,Stevens,WA,Passenger,55,43,98,30289,30387,0.32
April 30 2019,Honolulu,HI,Passenger,2,3,5,519,524,0.95
August 31 2023,Columbia,WA,Passenger,12,1,13,2432,2445,0.53
February 28 2023,Wayne,MI,Passenger,0,1,1,35,36,2.78
April 30 2019,Charleston,SC,Passenger,1,0,1,122,123,0.81
January 31 2024,Stevens,WA,Passenger,146,72,218,29254,29472,0.74
January 31 2018,Pend Oreille,WA,Passenger,4,4,8,9443,9451,0.08
May 31 2017,Virginia Beach,VA,Passenger,2,1,3,649,652,0.46
October 31 2017,Mercer,NJ,Passenger,0,1,1,18,19,5.26
March 31 2024,Orange,CA,Truck,1,0,1,56,57,1.75
April 30 2021,Thurston,WA,Passenger,1494,833,2327,197846,200173,1.16
November 30 2019,Okanogan,WA,Passenger,27,30,57,26224,26281,0.22
August 31 2019,San Diego,CA,Passenger,11,3,14,2752,2766,0.51
March 31 2023,Virginia Beach,VA,Passenger,4,1,5,458,463,1.08
October 31 2023,Ventura,CA,Passenger,2,2,4,194,198,2.02
October 31 2018,Dallas,TX,Passenger,0,1,1,205,206,0.49
May 31 2018,Santa Rosa,FL,Passenger,1,0,1,100,101,0.99
February 28 2021,DeKalb,IN,Passenger,1,0,1,0,1,100.00
March 31 2020,Powhatan,VA,Passenger,1,0,1,1,2,50.00
September 30 2019,Pierce,WA,Passenger,1966,1602,3568,545218,548786,0.65
July 31 2017,Jefferson,WA,Passenger,107,61,168,23896,24064,0.70
December 31 2021,Kauai,HI,Passenger,1,0,1,20,21,4.76
August 31 2020,Pierce,WA,Truck,0,0,0,143343,143343,0.00
June 30 2017,Albemarle,VA,Passenger,0,1,1,32,33,3.03
April 30 2023,Cass,MN,Passenger,0,1,1,1,2,50.00
November 30 2021,Clark,WA,Passenger,3363,1534,4897,320630,325527,1.50
June 30 2021,Bexar,TX,Passenger,2,4,6,560,566,1.06
October 31 2019,Brevard,FL,Passenger,0,1,1,92,93,1.08
June 30 2021,New London,CT,Passenger,1,1,2,221,223,0.90
August 31 2020,Douglas,CO,Passenger,0,1,1,82,83,1.20
March 31 2021,Saginaw,MI,Passenger,2,0,2,12,14,14.29
May 31 2023,Wahkiakum,WA,Passenger,25,17,42,3032,3074,1.37
July 31 2017,Kittitas,WA,Truck,0,0,0,13582,13582,0.00
September 30 2022,Salt Lake,UT,Passenger,1,1,2,137,139,1.44
April 30 2019,Lincoln,WA,Passenger,3,6,9,7756,7765,0.12
May 31 2023,Washington,OR,Passenger,1,0,1,245,246,0.41
July 31 2021,Orange,CA,Passenger,5,3,8,439,447,1.79
November 30 2020,Sacramento,CA,Passenger,2,1,3,265,268,1.12
January 31 2018,Ventura,CA,Passenger,0,1,1,334,335,0.30
June 30 2022,Marion,OR,Passenger,1,0,1,102,103,0.97
